ISP_ID,Engineer_ID,Department,Risk_Level,Completion_Time_Minutes,Quality_Score,Reason_for_Low_Quality,Date,Low_Quality
848,1053,Operations,Medium,32,61,Poor mitigation plan,2023-06-10,1
849,1004,Maintenance,High,69,90,Incomplete description,2023-08-17,0
850,1093,Safety,Low,49,93,Incomplete description,2023-08-14,0
851,1093,Safety,High,72,75,Missing risk assessment,2023-03-25,0
852,1056,Operations,High,11,96,Poor mitigation plan,2023-02-04,0
853,1016,Quality,Low,53,83,Incomplete description,2023-06-28,0
854,1046,Engineering,Medium,13,72,Missing risk assessment,2023-04-24,0
855,1022,Operations,Medium,40,80,No issue,2023-05-26,0
856,1078,Operations,Low,87,99,Missing risk assessment,2023-04-20,0
857,1084,Maintenance,Low,5,69,Missing risk assessment,2023-03-29,1
858,1013,Safety,Low,14,61,Incomplete description,2023-03-13,1
859,1065,Operations,Low,40,72,Late submission,2023-05-05,0
860,1074,Operations,High,77,53,Late submission,2023-01-30,1
861,1050,Quality,Low,50,72,Late submission,2023-06-21,0
862,1037,Quality,High,36,97,Missing risk assessment,2023-02-22,0
863,1063,Engineering,Medium,36,97,Incomplete description,2023-05-18,0
864,1097,Maintenance,High,10,50,Poor mitigation plan,2023-03-28,1
865,1037,Engineering,Medium,52,74,Missing risk assessment,2023-06-29,0
866,1049,Quality,Low,42,51,Missing risk assessment,2023-06-26,1
867,1097,Safety,Medium,21,79,Incomplete description,2023-05-19,0
868,1081,Quality,Low,78,52,No issue,2023-07-13,1
869,1029,Maintenance,Medium,31,70,Missing risk assessment,2023-07-05,0
870,1078,Quality,High,58,74,No issue,2023-08-06,0
871,1090,Maintenance,Low,54,69,No issue,2023-06-13,1
872,1050,Maintenance,Low,39,98,Late submission,2023-06-10,0
873,1062,Maintenance,Medium,89,71,Incomplete description,2023-06-24,0
874,1097,Maintenance,High,29,70,No issue,2023-01-13,0
875,1051,Maintenance,Medium,32,82,Incomplete description,2023-02-09,0
876,1037,Safety,Low,19,87,Late submission,2023-03-30,0
877,1096,Engineering,Medium,8,64,Incomplete description,2023-03-09,1
878,1087,Operations,Low,77,95,Missing risk assessment,2023-02-11,0
879,1078,Engineering,Medium,31,64,No issue,2023-05-27,1
880,1029,Maintenance,High,30,95,Incomplete description,2023-07-29,0
881,1050,Safety,Medium,23,74,Poor mitigation plan,2023-08-17,0
882,1080,Quality,High,21,70,Incomplete description,2023-04-04,0
883,1004,Safety,Low,47,73,No issue,2023-01-19,0
884,1028,Maintenance,Medium,45,54,Late submission,2023-07-05,1
885,1003,Safety,High,46,55,Late submission,2023-01-23,1
886,1009,Safety,Low,54,98,No issue,2023-02-23,0
887,1055,Maintenance,High,88,92,Missing risk assessment,2023-07-27,0
888,1016,Safety,Low,44,97,Missing risk assessment,2023-03-06,0
889,1073,Operations,Medium,43,93,Late submission,2023-05-20,0
890,1016,Operations,High,27,96,Late submission,2023-01-24,0
891,1083,Safety,Medium,56,72,No issue,2023-02-03,0
892,1087,Quality,Low,51,53,Missing risk assessment,2023-02-22,1
893,1068,Maintenance,Medium,67,76,Late submission,2023-05-16,0
894,1033,Operations,Medium,73,67,Missing risk assessment,2023-01-18,1
895,1005,Quality,High,47,70,Late submission,2023-02-26,0
896,1052,Safety,Medium,52,77,Incomplete description,2023-04-22,0
897,1065,Quality,Low,38,84,Poor mitigation plan,2023-01-05,0
898,1076,Engineering,Medium,44,71,Incomplete description,2023-06-03,0
899,1042,Operations,Medium,79,89,Late submission,2023-06-07,0
900,1074,Safety,Medium,65,72,Poor mitigation plan,2023-07-01,0
901,1022,Maintenance,Medium,54,52,Poor mitigation plan,2023-01-13,1
902,1054,Safety,High,71,89,Late submission,2023-03-24,0
903,1079,Maintenance,Medium,66,99,Late submission,2023-01-29,0
904,1094,Safety,Medium,62,59,Missing risk assessment,2023-01-03,1
905,1074,Quality,Low,37,74,Late submission,2023-03-31,0
906,1015,Quality,Low,79,98,No issue,2023-04-14,0
907,1007,Quality,Low,20,57,Late submission,2023-05-03,1
908,1003,Engineering,Low,86,60,No issue,2023-07-05,1
909,1003,Maintenance,Medium,52,54,Late submission,2023-03-17,1
910,1055,Quality,Medium,14,94,Missing risk assessment,2023-05-10,0
911,1024,Engineering,Medium,86,86,No issue,2023-07-22,0
912,1066,Maintenance,High,42,94,Incomplete description,2023-04-18,0
913,1095,Safety,High,23,87,No issue,2023-06-05,0
914,1066,Engineering,High,40,78,Missing risk assessment,2023-03-23,0
915,1026,Operations,Medium,63,54,No issue,2023-03-18,1
916,1092,Engineering,Medium,67,58,Late submission,2023-08-17,1
917,1031,Engineering,Medium,81,97,Late submission,2023-08-02,0
918,1049,Maintenance,Low,50,51,Missing risk assessment,2023-07-23,1
919,1060,Safety,Low,7,50,Poor mitigation plan,2023-01-02,1
920,1050,Operations,High,78,89,Late submission,2023-05-07,0
921,1018,Quality,High,69,100,Incomplete description,2023-08-17,0
922,1020,Quality,Low,12,79,Missing risk assessment,2023-05-15,0
923,1004,Engineering,Medium,55,60,No issue,2023-01-26,1
924,1081,Maintenance,High,85,77,No issue,2023-08-06,0
925,1091,Maintenance,Low,77,93,Incomplete description,2023-03-29,0
926,1041,Quality,Low,10,61,Late submission,2023-07-23,1
927,1060,Operations,High,43,88,Missing risk assessment,2023-01-16,0
928,1021,Safety,Medium,64,75,Incomplete description,2023-05-31,0
929,1020,Operations,Low,32,62,Late submission,2023-06-17,1
930,1069,Safety,Medium,58,57,Missing risk assessment,2023-07-07,1
931,1000,Quality,High,41,77,No issue,2023-03-14,0
932,1004,Safety,Medium,13,79,Missing risk assessment,2023-02-01,0
933,1011,Maintenance,Low,86,58,Poor mitigation plan,2023-01-15,1
934,1089,Engineering,Low,60,88,Missing risk assessment,2023-08-17,0
935,1045,Engineering,Medium,63,80,Poor mitigation plan,2023-05-21,0
936,1033,Quality,Medium,89,70,Missing risk assessment,2023-01-05,0
937,1048,Maintenance,Medium,6,96,Poor mitigation plan,2023-07-22,0
938,1077,Operations,Low,65,83,No issue,2023-03-15,0
939,1089,Maintenance,High,62,80,Late submission,2023-02-21,0
940,1044,Engineering,Low,64,74,Poor mitigation plan,2023-03-18,0
941,1026,Engineering,Low,44,61,Poor mitigation plan,2023-06-18,1
942,1072,Maintenance,Low,40,50,No issue,2023-06-30,1
943,1025,Maintenance,Low,41,71,Poor mitigation plan,2023-04-20,0
944,1046,Engineering,Medium,83,89,Incomplete description,2023-06-27,0
945,1085,Operations,Medium,22,86,No issue,2023-05-23,0
946,1055,Quality,Low,67,96,Incomplete description,2023-04-16,0
947,1093,Quality,Medium,26,50,No issue,2023-05-07,1
948,1062,Maintenance,Low,15,50,Poor mitigation plan,2023-01-07,1
949,1047,Quality,Medium,62,91,Incomplete description,2023-02-09,0
950,1060,Engineering,High,61,91,Poor mitigation plan,2023-06-05,0
951,1080,Engineering,Low,81,70,No issue,2023-06-09,0
952,1025,Maintenance,Medium,8,64,Poor mitigation plan,2023-04-09,1
953,1035,Maintenance,Low,11,66,Incomplete description,2023-05-23,1
954,1000,Maintenance,Low,65,71,Incomplete description,2023-08-28,0
955,1007,Operations,Low,58,87,Poor mitigation plan,2023-08-16,0
956,1098,Quality,Medium,72,84,Missing risk assessment,2023-03-26,0
957,1051,Maintenance,Medium,83,94,No issue,2023-07-17,0
958,1078,Safety,Low,5,65,No issue,2023-03-06,1
959,1046,Safety,High,59,57,Poor mitigation plan,2023-05-12,1
960,1055,Engineering,Medium,7,96,Missing risk assessment,2023-01-11,0
961,1085,Quality,High,82,66,Incomplete description,2023-04-18,1
962,1013,Maintenance,Medium,42,66,Late submission,2023-01-26,1
963,1089,Safety,Medium,5,75,Late submission,2023-07-08,0
964,1027,Quality,Low,42,62,Poor mitigation plan,2023-06-14,1
965,1086,Engineering,Low,89,66,Missing risk assessment,2023-05-31,1
966,1077,Operations,High,33,87,Missing risk assessment,2023-08-09,0
967,1087,Quality,Low,9,66,No issue,2023-03-26,1
968,1001,Quality,High,78,97,Incomplete description,2023-08-28,0
969,1025,Operations,Medium,25,63,Missing risk assessment,2023-08-25,1
970,1013,Quality,Low,75,94,Late submission,2023-08-25,0
971,1058,Engineering,Low,71,55,Incomplete description,2023-08-07,1
972,1055,Engineering,Low,51,84,Incomplete description,2023-08-19,0
973,1006,Operations,High,88,95,Poor mitigation plan,2023-06-17,0
974,1002,Maintenance,Medium,87,63,Missing risk assessment,2023-07-24,1
975,1022,Safety,Low,39,96,Poor mitigation plan,2023-05-31,0
976,1017,Maintenance,Low,72,57,Missing risk assessment,2023-05-03,1
977,1037,Quality,Low,73,64,No issue,2023-05-24,1
978,1098,Safety,Medium,5,76,Poor mitigation plan,2023-08-10,0
979,1014,Operations,Low,72,62,Poor mitigation plan,2023-07-08,1
980,1063,Operations,High,16,98,Late submission,2023-03-09,0
981,1088,Safety,Low,64,80,Poor mitigation plan,2023-04-14,0
982,1027,Engineering,Low,31,84,Missing risk assessment,2023-03-21,0
983,1073,Safety,Medium,60,55,Late submission,2023-06-08,1
984,1038,Quality,Medium,27,54,Poor mitigation plan,2023-02-22,1
985,1056,Engineering,High,29,71,Poor mitigation plan,2023-04-16,0
986,1016,Operations,Medium,25,98,No issue,2023-06-02,0
987,1085,Safety,Low,65,72,Poor mitigation plan,2023-02-13,0
988,1089,Maintenance,Medium,67,74,Incomplete description,2023-05-20,0
989,1043,Maintenance,Low,56,83,Late submission,2023-03-31,0
990,1024,Quality,Low,29,75,Incomplete description,2023-04-11,0
991,1016,Maintenance,High,59,96,Late submission,2023-08-28,0
992,1012,Safety,Medium,50,54,No issue,2023-04-07,1
993,1083,Safety,High,36,75,Poor mitigation plan,2023-08-08,0
994,1024,Maintenance,Medium,59,69,Poor mitigation plan,2023-01-09,1
995,1067,Safety,Medium,9,55,Poor mitigation plan,2023-01-12,1
996,1009,Quality,Low,40,55,Late submission,2023-03-10,1
997,1066,Engineering,Low,53,99,Poor mitigation plan,2023-07-01,0
998,1017,Quality,High,62,67,Incomplete description,2023-07-01,1
999,1099,Quality,Low,43,53,Poor mitigation plan,2023-01-28,1
1000,1085,Safety,High,84,66,No issue,2023-02-25,1
