ISP_ID,Engineer_ID,Department,Risk_Level,Completion_Time_Minutes,Quality_Score,Reason_for_Low_Quality,Date,Low_Quality,Predicted_Low_Quality,Prediction_Probability
717,1057,Operations,Medium,47,80,Missing risk assessment,5/25/2023,0,0,0.13
718,1043,Engineering,High,78,72,Late submission,5/25/2023,0,0,0.37
719,1044,Maintenance,High,24,79,Late submission,7/14/2023,0,0,0.63
720,1031,Maintenance,Low,72,82,Late submission,7/9/2023,0,0,0.5
721,1044,Quality,Low,48,58,Incomplete description,8/11/2023,1,1,0.96
722,1060,Quality,Medium,27,96,No issue,4/25/2023,0,1,0.74
723,1046,Quality,Low,6,50,Missing risk assessment,1/1/2023,1,1,0.95
724,1020,Operations,Low,26,93,Missing risk assessment,1/12/2023,0,0,0.67
725,1079,Maintenance,Low,61,84,Missing risk assessment,4/13/2023,0,1,0.93
726,1084,Operations,Medium,76,60,Missing risk assessment,1/4/2023,1,0,0.67
727,1074,Engineering,Low,11,83,Late submission,6/19/2023,0,1,0.97
728,1035,Quality,Medium,82,65,Missing risk assessment,5/21/2023,1,0,0.64
729,1098,Operations,High,60,58,No issue,4/8/2023,1,0,0.22
730,1018,Operations,Low,71,81,Late submission,4/16/2023,0,1,0.92
731,1019,Engineering,Low,20,64,Missing risk assessment,3/26/2023,1,0,0.07
732,1056,Safety,Low,87,61,Incomplete description,8/2/2023,1,0,0.09
733,1017,Maintenance,High,55,82,Poor mitigation plan,5/1/2023,0,0,0.57
734,1046,Safety,Low,86,94,Poor mitigation plan,5/12/2023,0,0,0.67
735,1048,Quality,Low,84,63,Poor mitigation plan,3/23/2023,1,0,0.34
736,1013,Operations,Low,76,57,Late submission,7/16/2023,1,0,0.34
737,1014,Engineering,Medium,16,57,Missing risk assessment,1/19/2023,1,0,0.39
738,1030,Engineering,Medium,57,76,Late submission,5/10/2023,0,0,0.43
739,1000,Maintenance,Medium,79,61,No issue,1/12/2023,1,0,0.11
740,1053,Safety,High,9,50,Incomplete description,3/22/2023,1,1,0.75
741,1002,Maintenance,Low,31,92,Incomplete description,3/15/2023,0,1,0.87
742,1015,Operations,High,16,89,Poor mitigation plan,4/8/2023,0,1,0.84
743,1086,Maintenance,Low,21,91,Poor mitigation plan,1/6/2023,0,1,0.9
744,1056,Engineering,High,10,100,Poor mitigation plan,5/16/2023,0,0,0.09
745,1074,Engineering,Medium,9,60,Missing risk assessment,5/5/2023,1,0,0.26
746,1011,Quality,High,61,88,No issue,2/20/2023,0,1,0.86
747,1073,Quality,Low,32,92,No issue,1/11/2023,0,0,0.26
748,1095,Operations,Low,82,80,No issue,7/10/2023,0,0,0.66
749,1015,Safety,Low,73,66,No issue,7/4/2023,1,1,0.97
750,1071,Maintenance,Low,63,82,Poor mitigation plan,5/7/2023,0,0,0.05
751,1075,Operations,Low,37,81,Incomplete description,5/20/2023,0,0,0.52
752,1023,Quality,Low,66,78,Poor mitigation plan,3/14/2023,0,0,0.27
753,1027,Maintenance,Low,54,70,No issue,1/2/2023,0,0,0.35
754,1007,Quality,Medium,23,70,Poor mitigation plan,1/8/2023,0,0,0.35
755,1091,Maintenance,High,73,89,No issue,5/19/2023,0,1,0.93
756,1035,Safety,Medium,70,72,Late submission,5/4/2023,0,1,0.83
757,1089,Operations,Low,51,55,Incomplete description,2/22/2023,1,1,0.99
758,1007,Maintenance,Medium,43,71,Late submission,8/16/2023,0,1,0.73
759,1057,Engineering,Low,72,99,Missing risk assessment,1/10/2023,0,0,0.36
760,1059,Engineering,High,37,87,Poor mitigation plan,8/1/2023,0,1,0.92
761,1049,Maintenance,Low,17,86,Missing risk assessment,7/31/2023,0,0,0.21
762,1027,Maintenance,Medium,88,94,Poor mitigation plan,4/22/2023,0,1,0.99
763,1091,Maintenance,High,58,100,Late submission,1/8/2023,0,1,0.94
764,1040,Engineering,High,11,57,No issue,2/5/2023,1,1,0.9
765,1099,Engineering,Medium,83,90,No issue,8/9/2023,0,1,0.91
766,1063,Maintenance,High,18,98,Poor mitigation plan,4/16/2023,0,0,0.4
767,1026,Quality,High,23,84,No issue,7/23/2023,0,0,0.5
768,1062,Quality,Medium,58,100,Late submission,1/14/2023,0,0,0.5
769,1016,Safety,Medium,24,60,No issue,8/28/2023,1,1,0.81
770,1072,Operations,Medium,33,73,Late submission,7/1/2023,0,0,0.3
771,1032,Quality,Medium,28,98,Missing risk assessment,8/1/2023,0,1,0.7
772,1083,Engineering,Medium,86,70,Late submission,3/27/2023,0,0,0.34
773,1076,Quality,Medium,67,100,Incomplete description,5/29/2023,0,1,0.93
774,1091,Safety,Low,78,51,Incomplete description,8/24/2023,1,0,0.69
775,1028,Safety,Low,61,89,Incomplete description,2/19/2023,0,1,0.83
776,1012,Operations,Low,12,68,Poor mitigation plan,8/10/2023,1,0,0.2
777,1045,Quality,Low,66,88,Poor mitigation plan,6/16/2023,0,0,0.08
778,1034,Engineering,Low,33,77,Poor mitigation plan,1/20/2023,0,1,0.76
779,1005,Engineering,Medium,78,66,Late submission,8/4/2023,1,1,0.79
780,1081,Maintenance,Low,21,55,Poor mitigation plan,3/28/2023,1,0,0.17
781,1068,Engineering,High,70,68,Missing risk assessment,5/15/2023,1,0,0.57
782,1046,Operations,Low,10,87,Incomplete description,5/17/2023,0,1,0.99
783,1024,Operations,Low,62,77,Late submission,5/9/2023,0,1,0.81
784,1065,Engineering,Medium,73,51,Incomplete description,6/3/2023,1,0,0.21
785,1009,Engineering,Medium,32,87,Poor mitigation plan,6/15/2023,0,0,0.64
786,1055,Maintenance,Low,66,86,Late submission,2/7/2023,0,0,0.33
787,1029,Engineering,High,45,100,No issue,7/8/2023,0,0,0.16
788,1004,Maintenance,High,73,53,Missing risk assessment,2/13/2023,1,1,0.92
789,1032,Maintenance,Low,86,71,Poor mitigation plan,3/27/2023,0,0,0.05
790,1064,Engineering,Low,88,75,Poor mitigation plan,2/13/2023,0,0,0.18
791,1017,Safety,High,45,98,Missing risk assessment,3/15/2023,0,0,0.34
792,1095,Safety,Medium,53,92,Missing risk assessment,4/29/2023,0,1,0.79
793,1048,Maintenance,Medium,53,85,No issue,7/9/2023,0,1,0.84
794,1010,Engineering,High,80,62,Poor mitigation plan,5/2/2023,1,0,0.63
795,1084,Safety,Low,75,81,Poor mitigation plan,5/14/2023,0,0,0.25
796,1025,Engineering,Medium,7,66,Incomplete description,5/25/2023,1,0,0.64
797,1062,Engineering,Low,14,90,Late submission,2/20/2023,0,0,0.32
798,1088,Engineering,Medium,39,85,Late submission,2/7/2023,0,0,0.5
799,1085,Quality,Medium,84,95,Incomplete description,6/1/2023,0,0,0.4
800,1058,Engineering,Medium,6,68,Late submission,2/20/2023,1,0,0.58
801,1026,Quality,Low,28,84,Missing risk assessment,1/10/2023,0,0,0.2
802,1048,Maintenance,Low,78,95,Late submission,4/30/2023,0,0,0.68
803,1076,Safety,Medium,42,89,Late submission,7/19/2023,0,0,0.13
804,1032,Safety,Medium,26,77,Incomplete description,5/29/2023,0,0,0.54
805,1097,Safety,Medium,30,50,No issue,3/11/2023,1,0,0.3
806,1098,Safety,Low,47,91,Late submission,3/26/2023,0,0,0.48
807,1000,Safety,High,59,67,Late submission,2/26/2023,1,0,0.14
808,1020,Safety,Low,43,97,No issue,5/6/2023,0,0,0.39
809,1054,Safety,High,33,89,Incomplete description,2/8/2023,0,1,0.79
810,1005,Maintenance,Low,24,82,No issue,8/4/2023,0,1,0.98
811,1091,Engineering,Medium,45,61,Incomplete description,2/2/2023,1,1,0.99
812,1080,Operations,Low,58,57,Missing risk assessment,7/6/2023,1,1,0.7
813,1068,Quality,High,24,73,Incomplete description,1/18/2023,0,0,0.36
814,1094,Operations,Medium,23,65,Missing risk assessment,7/3/2023,1,1,0.74
815,1004,Operations,Low,88,99,Missing risk assessment,8/8/2023,0,1,0.81
816,1002,Engineering,Low,70,53,Incomplete description,2/26/2023,1,0,0.15
817,1052,Engineering,Low,34,87,Poor mitigation plan,4/6/2023,0,0,0.45
818,1022,Engineering,Low,57,93,Incomplete description,7/23/2023,0,0,0.61
819,1052,Safety,High,38,76,Late submission,2/17/2023,0,0,0.36
820,1036,Maintenance,Medium,26,58,Late submission,2/11/2023,1,0,0.18
821,1073,Safety,Medium,71,96,Poor mitigation plan,1/27/2023,0,0,0.09
822,1073,Maintenance,Medium,10,65,Missing risk assessment,3/15/2023,1,0,0.6
823,1082,Maintenance,Medium,83,61,Poor mitigation plan,4/20/2023,1,0,0.55
824,1016,Operations,Low,31,80,Late submission,6/29/2023,0,0,0.64
825,1084,Operations,Low,14,73,Poor mitigation plan,6/19/2023,0,0,0.02
826,1077,Maintenance,Medium,77,63,Incomplete description,2/1/2023,1,0,0.32
827,1072,Maintenance,High,52,94,Poor mitigation plan,8/22/2023,0,1,0.74
828,1000,Safety,Low,74,74,Missing risk assessment,1/26/2023,0,1,0.71
829,1050,Safety,Low,63,83,Incomplete description,1/25/2023,0,0,0.55
830,1044,Operations,Medium,63,52,No issue,3/16/2023,1,1,0.77
831,1076,Engineering,High,6,73,Late submission,1/23/2023,0,0,0.25
832,1003,Maintenance,Low,33,91,Late submission,8/14/2023,0,0,0.56
833,1061,Safety,Medium,72,58,Poor mitigation plan,2/26/2023,1,0,0.55
834,1064,Operations,High,69,75,Incomplete description,6/29/2023,0,0,0.36
835,1031,Safety,Low,87,69,No issue,8/20/2023,1,0,0.17
836,1033,Maintenance,Low,30,89,Incomplete description,5/6/2023,0,0,0.23
837,1091,Maintenance,Medium,14,59,Late submission,3/28/2023,1,0,0.21
838,1094,Quality,High,57,68,Incomplete description,8/9/2023,1,0,0.06
839,1071,Engineering,Low,83,52,No issue,1/31/2023,1,0,0.25
840,1038,Quality,Medium,63,73,Poor mitigation plan,3/5/2023,0,0,0.33
841,1025,Operations,Medium,26,54,Missing risk assessment,7/18/2023,1,1,0.82
842,1033,Safety,Medium,55,52,Incomplete description,8/20/2023,1,0,0.26
843,1053,Operations,Medium,52,76,Missing risk assessment,2/2/2023,0,1,0.87
844,1002,Maintenance,Medium,25,65,Late submission,8/1/2023,1,1,0.8
845,1049,Quality,Medium,26,98,Poor mitigation plan,1/2/2023,0,1,0.99
846,1011,Quality,Medium,34,64,Poor mitigation plan,1/18/2023,1,0,0.38
847,1064,Quality,Medium,29,84,Incomplete description,6/24/2023,0,0,0.18
848,1053,Operations,Medium,32,61,Poor mitigation plan,6/10/2023,1,0,0.05
849,1004,Maintenance,High,69,90,Incomplete description,8/17/2023,0,0,0.32
850,1093,Safety,Low,49,93,Incomplete description,8/14/2023,0,1,0.88
851,1093,Safety,High,72,75,Missing risk assessment,3/25/2023,0,0,0.45
852,1056,Operations,High,11,96,Poor mitigation plan,2/4/2023,0,0,0.53
853,1016,Quality,Low,53,83,Incomplete description,6/28/2023,0,0,0.51
854,1046,Engineering,Medium,13,72,Missing risk assessment,4/24/2023,0,0,0.15
855,1022,Operations,Medium,40,80,No issue,5/26/2023,0,0,0.02
856,1078,Operations,Low,87,99,Missing risk assessment,4/20/2023,0,0,0.65
857,1084,Maintenance,Low,5,69,Missing risk assessment,3/29/2023,1,0,0.2
858,1013,Safety,Low,14,61,Incomplete description,3/13/2023,1,1,0.84
859,1065,Operations,Low,40,72,Late submission,5/5/2023,0,0,0.15
860,1074,Operations,High,77,53,Late submission,1/30/2023,1,0,0.39
861,1050,Quality,Low,50,72,Late submission,6/21/2023,0,0,0.35
862,1037,Quality,High,36,97,Missing risk assessment,2/22/2023,0,0,0.57
863,1063,Engineering,Medium,36,97,Incomplete description,5/18/2023,0,0,0.49
864,1097,Maintenance,High,10,50,Poor mitigation plan,3/28/2023,1,0,0.42
865,1037,Engineering,Medium,52,74,Missing risk assessment,6/29/2023,0,0,0.03
866,1049,Quality,Low,42,51,Missing risk assessment,6/26/2023,1,1,0.77
867,1097,Safety,Medium,21,79,Incomplete description,5/19/2023,0,0,0.65
868,1081,Quality,Low,78,52,No issue,7/13/2023,1,0,0.28
869,1029,Maintenance,Medium,31,70,Missing risk assessment,7/5/2023,0,0,0.24
870,1078,Quality,High,58,74,No issue,8/6/2023,0,0,0.19
871,1090,Maintenance,Low,54,69,No issue,6/13/2023,1,0,0.6
872,1050,Maintenance,Low,39,98,Late submission,6/10/2023,0,1,0.79
873,1062,Maintenance,Medium,89,71,Incomplete description,6/24/2023,0,0,0.54
874,1097,Maintenance,High,29,70,No issue,1/13/2023,0,0,0.12
875,1051,Maintenance,Medium,32,82,Incomplete description,2/9/2023,0,0,0.13
876,1037,Safety,Low,19,87,Late submission,3/30/2023,0,1,0.94
877,1096,Engineering,Medium,8,64,Incomplete description,3/9/2023,1,0,0.2
878,1087,Operations,Low,77,95,Missing risk assessment,2/11/2023,0,1,0.7
879,1078,Engineering,Medium,31,64,No issue,5/27/2023,1,0,0.11
880,1029,Maintenance,High,30,95,Incomplete description,7/29/2023,0,1,0.79
881,1050,Safety,Medium,23,74,Poor mitigation plan,8/17/2023,0,1,0.97
882,1080,Quality,High,21,70,Incomplete description,4/4/2023,0,0,0.59
883,1004,Safety,Low,47,73,No issue,1/19/2023,0,0,0.1
884,1028,Maintenance,Medium,45,54,Late submission,7/5/2023,1,0,0.6
885,1003,Safety,High,46,55,Late submission,1/23/2023,1,1,0.74
886,1009,Safety,Low,54,98,No issue,2/23/2023,0,0,0.02
887,1055,Maintenance,High,88,92,Missing risk assessment,7/27/2023,0,1,0.95
888,1016,Safety,Low,44,97,Missing risk assessment,3/6/2023,0,0,0.56
889,1073,Operations,Medium,43,93,Late submission,5/20/2023,0,1,0.76
890,1016,Operations,High,27,96,Late submission,1/24/2023,0,0,0.65
891,1083,Safety,Medium,56,72,No issue,2/3/2023,0,0,0.39
892,1087,Quality,Low,51,53,Missing risk assessment,2/22/2023,1,1,0.93
893,1068,Maintenance,Medium,67,76,Late submission,5/16/2023,0,0,0.32
894,1033,Operations,Medium,73,67,Missing risk assessment,1/18/2023,1,0,0.05
895,1005,Quality,High,47,70,Late submission,2/26/2023,0,1,1
896,1052,Safety,Medium,52,77,Incomplete description,4/22/2023,0,0,0.57
897,1065,Quality,Low,38,84,Poor mitigation plan,1/5/2023,0,1,0.72
898,1076,Engineering,Medium,44,71,Incomplete description,6/3/2023,0,0,0.42
899,1042,Operations,Medium,79,89,Late submission,6/7/2023,0,0,0.33
900,1074,Safety,Medium,65,72,Poor mitigation plan,7/1/2023,0,0,0.19
901,1022,Maintenance,Medium,54,52,Poor mitigation plan,1/13/2023,1,0,0.3
902,1054,Safety,High,71,89,Late submission,3/24/2023,0,1,0.74
903,1079,Maintenance,Medium,66,99,Late submission,1/29/2023,0,0,0.37
904,1094,Safety,Medium,62,59,Missing risk assessment,1/3/2023,1,1,0.74
905,1074,Quality,Low,37,74,Late submission,3/31/2023,0,1,0.79
906,1015,Quality,Low,79,98,No issue,4/14/2023,0,1,0.87
907,1007,Quality,Low,20,57,Late submission,5/3/2023,1,0,0.51
908,1003,Engineering,Low,86,60,No issue,7/5/2023,1,0,0.03
909,1003,Maintenance,Medium,52,54,Late submission,3/17/2023,1,0,0.08
910,1055,Quality,Medium,14,94,Missing risk assessment,5/10/2023,0,0,0.04
911,1024,Engineering,Medium,86,86,No issue,7/22/2023,0,0,0.02
912,1066,Maintenance,High,42,94,Incomplete description,4/18/2023,0,0,0.11
913,1095,Safety,High,23,87,No issue,6/5/2023,0,1,0.89
914,1066,Engineering,High,40,78,Missing risk assessment,3/23/2023,0,0,0.63
915,1026,Operations,Medium,63,54,No issue,3/18/2023,1,0,0.47
916,1092,Engineering,Medium,67,58,Late submission,8/17/2023,1,1,0.87
917,1031,Engineering,Medium,81,97,Late submission,8/2/2023,0,1,0.71
918,1049,Maintenance,Low,50,51,Missing risk assessment,7/23/2023,1,0,0.52
919,1060,Safety,Low,7,50,Poor mitigation plan,1/2/2023,1,1,0.75
920,1050,Operations,High,78,89,Late submission,5/7/2023,0,0,0.14
921,1018,Quality,High,69,100,Incomplete description,8/17/2023,0,1,0.86
922,1020,Quality,Low,12,79,Missing risk assessment,5/15/2023,0,0,0.41
923,1004,Engineering,Medium,55,60,No issue,1/26/2023,1,0,0.53
924,1081,Maintenance,High,85,77,No issue,8/6/2023,0,0,0.1
925,1091,Maintenance,Low,77,93,Incomplete description,3/29/2023,0,0,0.66
926,1041,Quality,Low,10,61,Late submission,7/23/2023,1,0,0.46
927,1060,Operations,High,43,88,Missing risk assessment,1/16/2023,0,0,0.47
928,1021,Safety,Medium,64,75,Incomplete description,5/31/2023,0,0,0.09
929,1020,Operations,Low,32,62,Late submission,6/17/2023,1,1,0.84
930,1069,Safety,Medium,58,57,Missing risk assessment,7/7/2023,1,0,0.47
931,1000,Quality,High,41,77,No issue,3/14/2023,0,0,0.04
932,1004,Safety,Medium,13,79,Missing risk assessment,2/1/2023,0,0,0.58
933,1011,Maintenance,Low,86,58,Poor mitigation plan,1/15/2023,1,1,0.73
934,1089,Engineering,Low,60,88,Missing risk assessment,8/17/2023,0,0,0.67
935,1045,Engineering,Medium,63,80,Poor mitigation plan,5/21/2023,0,0,0.32
936,1033,Quality,Medium,89,70,Missing risk assessment,1/5/2023,0,0,0.36
937,1048,Maintenance,Medium,6,96,Poor mitigation plan,7/22/2023,0,0,0.66
938,1077,Operations,Low,65,83,No issue,3/15/2023,0,0,0.1
939,1089,Maintenance,High,62,80,Late submission,2/21/2023,0,0,0.17
940,1044,Engineering,Low,64,74,Poor mitigation plan,3/18/2023,0,0,0.59
941,1026,Engineering,Low,44,61,Poor mitigation plan,6/18/2023,1,0,0.21
942,1072,Maintenance,Low,40,50,No issue,6/30/2023,1,0,0.63
943,1025,Maintenance,Low,41,71,Poor mitigation plan,4/20/2023,0,0,0.27
944,1046,Engineering,Medium,83,89,Incomplete description,6/27/2023,0,0,0.52
945,1085,Operations,Medium,22,86,No issue,5/23/2023,0,0,0.35
946,1055,Quality,Low,67,96,Incomplete description,4/16/2023,0,0,0.23
947,1093,Quality,Medium,26,50,No issue,5/7/2023,1,0,0.51
948,1062,Maintenance,Low,15,50,Poor mitigation plan,1/7/2023,1,1,0.89
949,1047,Quality,Medium,62,91,Incomplete description,2/9/2023,0,0,0.46
950,1060,Engineering,High,61,91,Poor mitigation plan,6/5/2023,0,0,0.43
951,1080,Engineering,Low,81,70,No issue,6/9/2023,0,0,0.54
952,1025,Maintenance,Medium,8,64,Poor mitigation plan,4/9/2023,1,0,0.26
953,1035,Maintenance,Low,11,66,Incomplete description,5/23/2023,1,0,0.12
954,1000,Maintenance,Low,65,71,Incomplete description,8/28/2023,0,0,0.11
955,1007,Operations,Low,58,87,Poor mitigation plan,8/16/2023,0,0,0.68
956,1098,Quality,Medium,72,84,Missing risk assessment,3/26/2023,0,0,0.01
957,1051,Maintenance,Medium,83,94,No issue,7/17/2023,0,0,0.17
958,1078,Safety,Low,5,65,No issue,3/6/2023,1,0,0.41
959,1046,Safety,High,59,57,Poor mitigation plan,5/12/2023,1,0,0.33
960,1055,Engineering,Medium,7,96,Missing risk assessment,1/11/2023,0,0,0.17
961,1085,Quality,High,82,66,Incomplete description,4/18/2023,1,1,0.95
962,1013,Maintenance,Medium,42,66,Late submission,1/26/2023,1,0,0.18
963,1089,Safety,Medium,5,75,Late submission,7/8/2023,0,0,0.03
964,1027,Quality,Low,42,62,Poor mitigation plan,6/14/2023,1,1,0.87
965,1086,Engineering,Low,89,66,Missing risk assessment,5/31/2023,1,1,0.96
966,1077,Operations,High,33,87,Missing risk assessment,8/9/2023,0,1,0.71
967,1087,Quality,Low,9,66,No issue,3/26/2023,1,1,0.96
968,1001,Quality,High,78,97,Incomplete description,8/28/2023,0,0,0.21
969,1025,Operations,Medium,25,63,Missing risk assessment,8/25/2023,1,0,0.15
970,1013,Quality,Low,75,94,Late submission,8/25/2023,0,1,0.95
971,1058,Engineering,Low,71,55,Incomplete description,8/7/2023,1,0,0.22
972,1055,Engineering,Low,51,84,Incomplete description,8/19/2023,0,0,0.34
973,1006,Operations,High,88,95,Poor mitigation plan,6/17/2023,0,1,0.85
974,1002,Maintenance,Medium,87,63,Missing risk assessment,7/24/2023,1,0,0.67
975,1022,Safety,Low,39,96,Poor mitigation plan,5/31/2023,0,0,0.08
976,1017,Maintenance,Low,72,57,Missing risk assessment,5/3/2023,1,0,0.04
977,1037,Quality,Low,73,64,No issue,5/24/2023,1,1,0.73
978,1098,Safety,Medium,5,76,Poor mitigation plan,8/10/2023,0,0,0.43
979,1014,Operations,Low,72,62,Poor mitigation plan,7/8/2023,1,0,0.3
980,1063,Operations,High,16,98,Late submission,3/9/2023,0,0,0.56
981,1088,Safety,Low,64,80,Poor mitigation plan,4/14/2023,0,1,0.83
982,1027,Engineering,Low,31,84,Missing risk assessment,3/21/2023,0,1,0.91
983,1073,Safety,Medium,60,55,Late submission,6/8/2023,1,1,0.9
984,1038,Quality,Medium,27,54,Poor mitigation plan,2/22/2023,1,0,0.24
985,1056,Engineering,High,29,71,Poor mitigation plan,4/16/2023,0,0,0.55
986,1016,Operations,Medium,25,98,No issue,6/2/2023,0,0,0.27
987,1085,Safety,Low,65,72,Poor mitigation plan,2/13/2023,0,0,0.16
988,1089,Maintenance,Medium,67,74,Incomplete description,5/20/2023,0,0,0.29
989,1043,Maintenance,Low,56,83,Late submission,3/31/2023,0,0,0.18
990,1024,Quality,Low,29,75,Incomplete description,4/11/2023,0,0,0.19
991,1016,Maintenance,High,59,96,Late submission,8/28/2023,0,1,0.77
992,1012,Safety,Medium,50,54,No issue,4/7/2023,1,0,0.56
993,1083,Safety,High,36,75,Poor mitigation plan,8/8/2023,0,0,0.55
994,1024,Maintenance,Medium,59,69,Poor mitigation plan,1/9/2023,1,0,0.03
995,1067,Safety,Medium,9,55,Poor mitigation plan,1/12/2023,1,1,0.9
996,1009,Quality,Low,40,55,Late submission,3/10/2023,1,0,0.28
997,1066,Engineering,Low,53,99,Poor mitigation plan,7/1/2023,0,1,0.91
998,1017,Quality,High,62,67,Incomplete description,7/1/2023,1,0,0.1
999,1099,Quality,Low,43,53,Poor mitigation plan,1/28/2023,1,1,0.74
1000,1085,Safety,High,84,66,No issue,2/25/2023,1,1,0.93
